NIT,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte,id_razon_social,id_supervisor
899999068,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$144.82,$33.41,$216.85,$125.81,$91.03,2022,0,0
900112515,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,1921,MANUFACTURA,$27.86,$2.19,$42.84,$16.48,$26.36,2022,1,1
830095213,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$23.60,$0.33,$7.48,$4.47,$3.01,2022,2,0
860069804,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,510,MINERO,$16.39,$6.05,$10.45,$9.00,$1.45,2022,3,1
800021308,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,510,MINERO,$15.27,$2.16,$14.27,$6.34,$7.93,2022,4,1
890900608,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,4711,COMERCIO,$15.13,$0.10,$14.85,$7.62,$7.23,2022,5,0
890904996,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3513,SERVICIOS,$15.07,$3.04,$59.47,$30.24,$29.23,2022,6,0
900156264,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8430,SERVICIOS,$14.78,$0.01,$5.91,$5.43,$0.49,2022,7,2
800153993,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6120,SERVICIOS,$14.63,$1.79,$23.43,$14.67,$8.76,2022,8,1
900276962,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4711,COMERCIO,$13.96,$0.29,$4.90,$4.75,$0.15,2022,9,1
890100577,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,5111,SERVICIOS,$11.44,-$0.80,$17.89,$19.33,-$1.45,2022,10,3
890900943,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4741,COMERCIO,$11.14,$0.34,$6.14,$3.96,$2.18,2022,11,1
860063875,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3511,SERVICIOS,$10.87,$2.86,$27.06,$11.89,$15.17,2022,12,4
900818921,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$9.66,$0.88,$5.05,$3.98,$1.07,2022,13,1
800088702,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8430,SERVICIOS,$9.30,-$0.14,$2.10,$1.87,$0.24,2022,14,2
800251440,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8430,SERVICIOS,$8.72,-$0.30,$2.47,$2.39,$0.08,2022,15,2
900480569,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4711,COMERCIO,$8.62,-$0.23,$5.20,$5.10,$0.10,2022,16,1
900531210,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4930,SERVICIOS,$8.53,$4.58,$19.56,$2.35,$17.21,2022,17,1
830122566,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6110,SERVICIOS,$7.86,-$0.07,$14.83,$10.07,$4.75,2022,18,0
890107487,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4711,COMERCIO,$7.78,$0.14,$5.30,$3.28,$2.02,2022,19,1
860002554,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$7.76,$0.05,$1.74,$1.27,$0.47,2022,20,1
830078038,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,510,MINERO,$7.20,$2.84,$7.95,$3.36,$4.59,2022,21,1
860005224,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1103,MANUFACTURA,$6.96,$1.72,$10.68,$7.53,$3.15,2022,22,1
900585067,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$6.57,-$0.03,$0.94,$0.91,$0.03,2022,23,1
800130907,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8430,SERVICIOS,$6.21,$0.17,$3.22,$2.81,$0.41,2022,24,2
800242106,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4774,COMERCIO,$5.99,$0.31,$3.79,$2.34,$1.45,2022,25,0
800251163,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4930,SERVICIOS,$5.52,$2.84,$8.71,$3.83,$4.88,2022,26,1
900268747,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$5.50,$2.49,$11.62,$5.53,$6.09,2022,27,1
830126302,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$5.15,$1.62,$8.70,$2.07,$6.63,2022,28,1
800249860,Costa Pacífica,VALLE,YUMBO-VALLE,3513,SERVICIOS,$4.92,$0.47,$11.11,$6.63,$4.48,2022,29,0
811000740,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3511,SERVICIOS,$4.82,$1.23,$23.81,$18.24,$5.56,2022,30,0
900331322,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$4.72,$0.78,$12.25,$9.46,$2.79,2022,31,1
900155107,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4711,COMERCIO,$4.64,-$0.01,$5.81,$1.82,$3.98,2022,32,1
860005223,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$4.47,-$0.06,$1.45,$1.37,$0.08,2022,33,0
860066942,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7010,SERVICIOS,$4.42,-$0.13,$1.91,$1.41,$0.50,2022,34,2
830028931,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4652,COMERCIO,$4.34,$0.03,$1.87,$1.62,$0.25,2022,35,1
800149695,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4773,COMERCIO,$4.28,$0.03,$2.86,$2.42,$0.44,2022,36,1
900493698,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$4.14,$1.21,$4.60,$2.53,$2.07,2022,37,1
900226715,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,8430,SERVICIOS,$4.08,$0.12,$1.12,$0.79,$0.33,2022,38,2
890903858,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1104,MANUFACTURA,$4.05,$0.04,$2.34,$1.48,$0.86,2022,39,1
830003564,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8430,SERVICIOS,$3.97,-$0.70,$0.95,$2.04,-$1.09,2022,40,2
860069378,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,723,MINERO,$3.90,$1.29,$3.47,$1.55,$1.92,2022,41,1
860025792,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,2910,MANUFACTURA,$3.73,$0.19,$1.04,$0.65,$0.39,2022,42,1
800059470,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2013,MANUFACTURA,$3.70,$0.25,$3.67,$0.63,$3.04,2022,43,1
899999082,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3512,SERVICIOS,$3.59,$2.85,$31.51,$11.01,$20.50,2022,44,0
900780510,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$3.58,$0.15,$0.67,$0.48,$0.19,2022,45,1
860002304,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2910,MANUFACTURA,$3.57,$0.07,$2.13,$1.40,$0.73,2022,46,1
890901271,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,1090,MANUFACTURA,$3.52,$0.11,$1.30,$0.78,$0.52,2022,47,1
816001182,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4645,COMERCIO,$3.50,$0.05,$2.40,$2.20,$0.20,2022,48,1
860026895,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1090,MANUFACTURA,$3.44,$0.06,$1.02,$0.65,$0.37,2022,49,1
800007813,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3520,SERVICIOS,$3.37,$0.27,$1.82,$1.23,$0.59,2022,50,4
806008394,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,8430,SERVICIOS,$3.37,$0.00,$0.66,$0.45,$0.21,2022,51,2
860016610,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3512,SERVICIOS,$3.32,$2.19,$25.49,$7.04,$18.45,2022,52,0
860072134,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$3.25,$0.53,$4.87,$2.06,$2.81,2022,53,1
901421912,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6499,SERVICIOS,$3.09,$2.28,$10.80,$5.61,$5.19,2022,54,1
830136799,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$3.09,$0.08,$1.47,$1.00,$0.47,2022,55,1
860041312,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,510,MINERO,$2.82,$0.98,$2.37,$0.57,$1.79,2022,56,1
890300466,Costa Pacífica,VALLE,CALI-VALLE,4669,COMERCIO,$2.82,$0.40,$3.60,$1.08,$2.52,2022,57,1
890304130,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1011,MANUFACTURA,$2.78,$0.16,$3.04,$1.65,$1.39,2022,58,1
900646156,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$2.77,-$0.04,$1.00,$1.07,-$0.07,2022,59,1
811009788,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4731,COMERCIO,$2.77,$0.10,$1.48,$0.55,$0.93,2022,60,1
900092385,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6110,SERVICIOS,$2.76,-$0.47,$5.30,$4.74,$0.56,2022,61,0
860006333,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2012,MANUFACTURA,$2.75,$0.38,$1.69,$0.64,$1.05,2022,62,1
860007277,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2013,MANUFACTURA,$2.73,$0.20,$1.19,$0.25,$0.94,2022,63,1
890900291,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,1090,MANUFACTURA,$2.67,$0.09,$1.08,$0.68,$0.40,2022,64,1
860004828,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,1090,MANUFACTURA,$2.64,$0.06,$1.19,$0.76,$0.43,2022,65,1
900323853,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8220,SERVICIOS,$2.63,$0.28,$1.42,$0.55,$0.87,2022,66,1
830114921,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6120,SERVICIOS,$2.62,-$0.25,$4.41,$4.39,$0.01,2022,67,1
890903939,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1104,MANUFACTURA,$2.60,$0.01,$3.43,$1.97,$1.46,2022,68,1
860078828,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8699,SERVICIOS,$2.55,$0.13,$2.06,$1.07,$0.99,2022,69,2
860001697,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1104,MANUFACTURA,$2.55,$0.09,$2.07,$1.11,$0.96,2022,70,1
890912462,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,5111,SERVICIOS,$2.55,$0.12,$2.66,$1.57,$1.09,2022,71,3
901021565,Costa Pacífica,NARIÑO,PASTO-NARIÑO,8699,SERVICIOS,$2.53,-$0.42,$0.36,$1.82,-$1.46,2022,72,2
900017447,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4719,COMERCIO,$2.52,$0.05,$1.45,$1.12,$0.33,2022,73,1
900604350,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8430,SERVICIOS,$2.51,-$0.15,$0.22,$0.79,-$0.57,2022,74,2
890301884,Costa Pacífica,VALLE,ZARZAL-VALLE,1082,MANUFACTURA,$2.49,$0.16,$2.26,$1.72,$0.54,2022,75,0
900935126,Costa Pacífica,CAUCA,POPAYAN-CAUCA,8430,SERVICIOS,$2.49,-$0.03,$0.27,$1.04,-$0.77,2022,76,2
890100251,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2394,MANUFACTURA,$2.48,$0.14,$17.45,$6.15,$11.30,2022,77,0
890112475,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2511,MANUFACTURA,$2.47,$0.37,$1.61,$0.85,$0.76,2022,78,1
860031606,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1051,MANUFACTURA,$2.43,$0.02,$1.33,$1.05,$0.28,2022,79,1
901526800,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4111,CONSTRUCCIÓN,$2.30,$2.31,$2.16,$0.02,$2.14,2022,80,1
860053930,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$2.28,$0.97,$1.10,$0.85,$0.25,2022,81,1
901210452,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4731,COMERCIO,$2.27,$0.02,$0.19,$0.16,$0.03,2022,82,1
800216181,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4799,COMERCIO,$2.26,$2.54,$20.04,$3.07,$16.96,2022,83,0
891304762,Costa Pacífica,VALLE,PALMIRA-VALLE,1090,MANUFACTURA,$2.25,$0.07,$0.70,$0.37,$0.33,2022,84,1
800011987,Costa Atlántica,BOLIVAR,TURBACO-BOLIVAR,2592,MANUFACTURA,$2.21,$0.30,$2.54,$1.23,$1.31,2022,85,1
860025900,Bogotá - Cundinamarca,CUNDINAMARCA,SOPO-CUNDINAMARCA,1040,MANUFACTURA,$2.16,$0.10,$1.58,$1.34,$0.24,2022,86,0
890201881,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,145,AGROPECUARIO,$2.11,$0.17,$0.91,$0.30,$0.62,2022,87,1
900736182,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4651,COMERCIO,$2.10,$0.00,$0.60,$0.58,$0.02,2022,88,1
860002130,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1089,MANUFACTURA,$2.09,$0.17,$1.29,$1.07,$0.21,2022,89,1
890903532,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1062,MANUFACTURA,$2.05,$0.01,$2.43,$1.61,$0.81,2022,90,1
860004864,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$2.02,$0.40,$3.64,$1.49,$2.14,2022,91,1
800141770,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$2.02,$0.03,$0.41,$0.32,$0.09,2022,92,1
860000996,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1061,MANUFACTURA,$2.00,$0.02,$0.70,$0.58,$0.11,2022,93,1
890300546,Costa Pacífica,VALLE,CALI-VALLE,2023,MANUFACTURA,$1.99,$0.07,$1.00,$0.75,$0.25,2022,94,1
890105526,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4930,SERVICIOS,$1.99,$1.12,$11.19,$5.49,$5.70,2022,95,0
900319753,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4711,COMERCIO,$1.99,$0.00,$1.10,$0.62,$0.48,2022,96,1
800197463,Costa Pacífica,VALLE,CALI-VALLE,1011,MANUFACTURA,$1.96,-$0.19,$1.74,$1.20,$0.53,2022,97,1
890920304,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1089,MANUFACTURA,$1.95,$0.06,$0.62,$0.38,$0.24,2022,98,1
900110594,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1061,MANUFACTURA,$1.94,$0.01,$0.42,$0.35,$0.07,2022,99,1
860002518,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$1.93,$0.08,$1.42,$0.84,$0.57,2022,100,1
900777972,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4641,COMERCIO,$1.92,$0.00,$0.32,$0.32,-$0.00,2022,101,1
890900161,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1709,MANUFACTURA,$1.91,$0.32,$3.07,$0.60,$2.47,2022,102,1
900291798,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$1.91,$0.01,$0.41,$0.34,$0.07,2022,103,1
900166687,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,722,MINERO,$1.88,$0.13,$5.54,$3.33,$2.21,2022,104,1
900196778,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$1.88,$0.49,$1.80,$1.85,-$0.04,2022,105,1
860513970,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$1.85,$0.32,$1.39,$0.60,$0.79,2022,106,1
890904224,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4631,COMERCIO,$1.85,-$0.05,$1.18,$0.60,$0.58,2022,107,1
891100445,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1051,MANUFACTURA,$1.84,$0.10,$1.51,$0.81,$0.70,2022,108,1
900298372,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8430,SERVICIOS,$1.84,$0.00,$0.42,$0.39,$0.03,2022,109,2
900099234,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$1.79,$0.00,$0.25,$0.24,$0.01,2022,110,1
800039996,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5229,SERVICIOS,$1.79,$0.04,$0.38,$0.28,$0.10,2022,111,1
860516431,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$1.78,$0.45,$3.17,$1.22,$1.95,2022,112,1
830019189,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,5111,SERVICIOS,$1.78,-$0.42,$0.94,$1.44,-$0.49,2022,113,3
800149384,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,$1.77,$0.07,$1.29,$0.73,$0.56,2022,114,2
890932389,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4663,COMERCIO,$1.73,$0.04,$1.31,$0.53,$0.77,2022,115,1
891903333,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1061,MANUFACTURA,$1.71,$0.01,$0.49,$0.41,$0.08,2022,116,1
900313349,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,5111,SERVICIOS,$1.71,-$0.36,$3.38,$4.24,-$0.86,2022,117,3
900943243,Costa Pacífica,VALLE,CALI-VALLE,4719,COMERCIO,$1.70,$0.03,$1.29,$0.72,$0.58,2022,118,1
900059238,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,$1.70,-$0.01,$1.35,$0.72,$0.63,2022,119,1
890300406,Costa Pacífica,VALLE,YUMBO-VALLE,1701,MANUFACTURA,$1.70,$0.17,$3.37,$1.49,$1.88,2022,120,1
800035776,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,$1.70,$0.00,$1.08,$0.91,$0.17,2022,121,1
900824185,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$1.69,-$0.09,$1.02,$0.99,$0.03,2022,122,1
900306309,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,722,MINERO,$1.69,$0.45,$1.40,$0.35,$1.05,2022,123,1
860525148,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6431,SERVICIOS,$1.68,$0.16,$9.66,$7.64,$2.02,2022,124,2
890301886,Costa Pacífica,VALLE,YUMBO-VALLE,3091,MANUFACTURA,$1.64,$0.19,$1.56,$0.88,$0.69,2022,125,1
860029995,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2410,MANUFACTURA,$1.64,$0.04,$2.02,$0.96,$1.06,2022,126,0
891300382,Costa Pacífica,VALLE,PALMIRA-VALLE,1051,MANUFACTURA,$1.64,$0.05,$1.84,$0.75,$1.09,2022,127,1
900491889,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4731,COMERCIO,$1.62,$0.00,$0.06,$0.05,$0.01,2022,128,1
830010738,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$1.61,$0.02,$1.58,$1.15,$0.43,2022,129,1
900703240,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.61,$0.05,$0.48,$0.24,$0.24,2022,130,1
800149149,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,1090,MANUFACTURA,$1.60,$0.01,$0.38,$0.28,$0.10,2022,131,1
830140321,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4652,COMERCIO,$1.59,$0.04,$1.37,$1.31,$0.06,2022,132,1
860002536,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2393,MANUFACTURA,$1.58,$0.02,$1.51,$0.93,$0.58,2022,133,1
900466209,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.57,$0.07,$0.77,$0.62,$0.14,2022,134,1
900087414,Costa Pacífica,VALLE,CALI-VALLE,1071,MANUFACTURA,$1.57,$0.09,$1.37,$0.84,$0.54,2022,135,0
800186960,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,$1.55,$0.03,$0.50,$0.42,$0.08,2022,136,1
811036030,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1082,MANUFACTURA,$1.55,$0.14,$2.60,$1.16,$1.44,2022,137,1
900327290,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,4511,COMERCIO,$1.55,$0.04,$0.75,$0.57,$0.18,2022,138,1
860000006,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1032,MANUFACTURA,$1.53,$0.06,$1.18,$0.84,$0.34,2022,139,1
860001942,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2021,MANUFACTURA,$1.53,$0.08,$1.11,$0.85,$0.26,2022,140,1
800167643,Costa Pacífica,VALLE,CALI-VALLE,3520,SERVICIOS,$1.52,$0.13,$1.47,$1.04,$0.44,2022,141,0
830006051,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$1.52,$0.09,$0.81,$0.71,$0.11,2022,142,1
901012419,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$1.52,$0.04,$0.46,$0.45,$0.00,2022,143,1
899999115,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6110,SERVICIOS,$1.52,$0.05,$4.22,$2.01,$2.20,2022,144,0
800018359,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,2023,MANUFACTURA,$1.52,$0.03,$1.08,$0.65,$0.43,2022,145,1
800229035,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2310,MANUFACTURA,$1.51,$0.18,$1.19,$0.85,$0.34,2022,146,1
830041314,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8699,SERVICIOS,$1.51,-$0.02,$1.56,$0.59,$0.97,2022,147,2
830004993,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.50,$0.06,$0.81,$0.45,$0.37,2022,148,1
890301690,Costa Pacífica,VALLE,CALI-VALLE,1052,MANUFACTURA,$1.49,$0.13,$1.06,$0.55,$0.52,2022,149,1
891300237,Costa Pacífica,VALLE,CALI-VALLE,1071,MANUFACTURA,$1.48,$0.19,$2.65,$1.13,$1.52,2022,150,1
891800111,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2410,MANUFACTURA,$1.48,$0.17,$1.01,$0.30,$0.71,2022,151,1
900030538,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4651,COMERCIO,$1.48,-$0.03,$0.48,$0.41,$0.07,2022,152,1
800130426,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4663,COMERCIO,$1.48,$0.07,$0.88,$0.47,$0.40,2022,153,1
811014994,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1089,MANUFACTURA,$1.47,$0.20,$3.14,$0.98,$2.16,2022,154,1
860047657,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$1.46,$0.06,$0.91,$0.55,$0.36,2022,155,1
890916911,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,3091,MANUFACTURA,$1.45,$0.08,$0.93,$0.33,$0.60,2022,156,1
