NIT,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte,id_razon_social,id_supervisor
800112061,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4312,CONSTRUCCIÓN,$0.05,$0.00,$0.05,$0.02,$0.03,2022,4295,1
800058438,Costa Atlántica,SUCRE,SINCELEJO-SUCRE,4620,COMERCIO,$0.05,$0.00,$0.04,$0.03,$0.01,2022,4296,1
890208395,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,6810,SERVICIOS,$0.05,-$0.00,$0.46,$0.08,$0.38,2022,4297,0
800002942,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,$0.05,$0.00,$0.04,$0.01,$0.03,2022,4298,1
830104409,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4530,COMERCIO,$0.05,$0.00,$0.03,$0.03,$0.01,2022,4299,1
860029126,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,9603,SERVICIOS,$0.05,$0.00,$0.08,$0.05,$0.03,2022,4300,1
800198348,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4631,COMERCIO,$0.05,$0.01,$0.05,$0.02,$0.02,2022,4301,1
900525043,Centro - Oriente,SANTANDER,BARRANCABERMEJA-SANTANDER,4631,COMERCIO,$0.05,$0.00,$0.00,$0.00,$0.00,2022,4302,1
811016426,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,4645,COMERCIO,$0.05,-$0.02,$0.11,$0.11,$0.00,2022,4303,1
900334029,Bogotá - Cundinamarca,CUNDINAMARCA,VILLAPINZON-CUNDINAMARCA-CUNDINAMARCA,1511,MANUFACTURA,$0.05,$0.00,$0.02,$0.01,$0.00,2022,4304,1
805028530,Costa Pacífica,VALLE,CALI-VALLE,8610,SERVICIOS,$0.05,$0.00,$0.07,$0.03,$0.04,2022,4305,2
900742091,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$0.05,$0.01,$0.07,$0.04,$0.03,2022,4306,1
890927158,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1811,MANUFACTURA,$0.05,$0.00,$0.02,$0.02,$0.01,2022,4307,1
800216958,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,$0.05,$0.00,$0.03,$0.02,$0.01,2022,4308,2
900380333,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4541,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.01,2022,4309,1
900330855,Costa Pacífica,VALLE,YUMBO-VALLE,2100,MANUFACTURA,$0.05,-$0.00,$0.04,$0.03,$0.01,2022,4310,1
890937546,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2599,MANUFACTURA,$0.05,$0.01,$0.03,$0.01,$0.02,2022,4311,1
900490788,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,8220,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4312,1
800179736,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.05,$0.01,$0.23,$0.11,$0.12,2022,4313,1
900949435,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7310,SERVICIOS,$0.05,$0.01,$0.04,$0.03,$0.01,2022,4314,1
890980066,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,9499,SERVICIOS,$0.05,-$0.00,$0.08,$0.05,$0.03,2022,4315,2
830014193,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4316,5
900030829,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.05,$0.00,$0.08,$0.06,$0.02,2022,4317,1
900631361,Costa Pacífica,VALLE,CALI-VALLE,8610,SERVICIOS,$0.05,$0.01,$0.05,$0.02,$0.03,2022,4318,2
900131471,Costa Pacífica,VALLE,CALI-VALLE,7490,SERVICIOS,$0.05,$0.01,$0.49,$0.04,$0.45,2022,4319,1
900430690,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4663,COMERCIO,$0.05,$0.00,$0.03,$0.03,$0.00,2022,4320,1
800209804,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8691,SERVICIOS,$0.05,$0.01,$0.04,$0.02,$0.02,2022,4321,2
900166230,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,3290,MANUFACTURA,$0.05,$0.00,$0.04,$0.02,$0.02,2022,4322,1
900939798,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7710,SERVICIOS,$0.05,$0.00,$0.19,$0.16,$0.03,2022,4323,1
900518732,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1512,MANUFACTURA,$0.05,$0.01,$0.05,$0.04,$0.01,2022,4324,1
802015186,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,7820,SERVICIOS,$0.05,$0.00,$0.01,$0.00,$0.00,2022,4325,1
901237665,Costa Pacífica,VALLE,YUMBO-VALLE,4631,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4326,1
900989024,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4662,COMERCIO,$0.05,$0.00,$0.01,$0.00,$0.00,2022,4327,1
890906407,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2591,MANUFACTURA,$0.05,$0.00,$0.06,$0.02,$0.04,2022,4328,1
900121262,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,2013,MANUFACTURA,$0.05,$0.00,$0.03,$0.01,$0.01,2022,4329,1
900156200,Otros,META,VILLAVICENCIO-META,4111,CONSTRUCCIÓN,$0.05,$0.02,$0.03,$0.01,$0.02,2022,4330,1
900323278,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4663,COMERCIO,$0.05,$0.00,$0.04,$0.02,$0.02,2022,4331,1
860050247,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,$0.05,$0.00,$0.02,$0.00,$0.02,2022,4332,5
890319790,Costa Pacífica,VALLE,YUMBO-VALLE,4669,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4333,1
900195679,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6120,SERVICIOS,$0.05,-$0.00,$0.11,$0.05,$0.06,2022,4334,1
860508064,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1051,MANUFACTURA,$0.05,$0.00,$0.03,$0.01,$0.02,2022,4335,1
900925006,Costa Atlántica,SUCRE,SINCELEJO-SUCRE,4752,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4336,1
800205166,Costa Pacífica,VALLE,CALI-VALLE,4290,CONSTRUCCIÓN,$0.05,$0.00,$0.06,$0.04,$0.03,2022,4337,1
900181419,Eje Cafetero,CALDAS,MANIZALES-CALDAS,8621,SERVICIOS,$0.05,$0.00,$0.04,$0.02,$0.02,2022,4338,2
900789062,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.05,-$0.00,$0.04,$0.04,$0.00,2022,4339,1
830079234,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,$0.05,-$0.00,$0.07,$0.03,$0.04,2022,4340,1
900280342,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,4729,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4341,1
800193165,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2100,MANUFACTURA,$0.05,$0.01,$0.08,$0.05,$0.03,2022,4342,1
830073450,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7490,SERVICIOS,$0.05,$0.00,$0.06,$0.03,$0.04,2022,4343,1
800143610,Otros,HUILA,NEIVA-HUILA,4290,CONSTRUCCIÓN,$0.05,$0.00,$0.03,$0.01,$0.02,2022,4344,1
860400538,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4652,COMERCIO,$0.05,$0.00,$0.03,$0.02,$0.01,2022,4345,1
900497857,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5229,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4346,1
900062201,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,1089,MANUFACTURA,$0.05,$0.00,$0.04,$0.03,$0.02,2022,4347,1
900561861,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4649,COMERCIO,$0.05,$0.00,$0.02,$0.02,$0.01,2022,4348,1
901196634,Antioquia,ANTIOQUIA,CARMEN-DE-VIBORAL-ANTIOQUIA-ANTIOQUIA,4711,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4349,1
811028339,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6209,SERVICIOS,$0.05,$0.00,$0.03,$0.02,$0.02,2022,4350,1
901164842,Otros,TOLIMA,IBAGUE-TOLIMA,4773,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4351,1
891100670,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4290,CONSTRUCCIÓN,$0.05,$0.00,$0.05,$0.03,$0.02,2022,4352,1
860351812,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4353,5
901321301,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4610,COMERCIO,$0.05,$0.00,$0.00,$0.00,$0.00,2022,4354,1
900893683,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,126,AGROPECUARIO,$0.05,$0.01,$0.07,$0.03,$0.04,2022,4355,1
900684984,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4356,1
860043588,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.05,$0.00,$0.02,$0.02,$0.01,2022,4357,1
811042087,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7112,SERVICIOS,$0.05,$0.00,$0.02,$0.02,$0.00,2022,4358,1
900760696,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5820,SERVICIOS,$0.05,-$0.00,$0.04,$0.04,$0.01,2022,4359,1
834001328,Otros,ARAUCA,SARAVENA-ARAUCA,4620,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.01,2022,4360,1
900440441,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,$0.05,$0.00,$0.02,$0.02,$0.00,2022,4361,1
860030640,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3290,MANUFACTURA,$0.05,$0.00,$0.04,$0.02,$0.01,2022,4362,1
900488078,Antioquia,ANTIOQUIA,APARTADO-ANTIOQUIA,4663,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4363,1
830512556,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,1921,MANUFACTURA,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4364,1
901224279,Centro - Oriente,NORTE DE SANTANDER,BOCHALEMA-NORTE DE SANTANDER-NORTE DE SANTANDER,510,MINERO,$0.05,$0.00,$0.04,$0.03,$0.01,2022,4365,1
800228773,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4366,2
830087099,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5221,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4367,1
800112725,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8621,SERVICIOS,$0.05,$0.00,$0.03,$0.02,$0.02,2022,4368,2
900168613,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.05,$0.01,$0.03,$0.01,$0.01,2022,4369,1
901127873,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6493,SERVICIOS,$0.05,$0.01,$0.07,$0.01,$0.06,2022,4370,1
890404359,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,4290,CONSTRUCCIÓN,$0.05,$0.00,$0.10,$0.04,$0.06,2022,4371,1
844004197,Otros,CASANARE,VILLANUEVA-CASANARE,8621,SERVICIOS,$0.05,$0.00,$0.09,$0.02,$0.07,2022,4372,2
900126847,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4731,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4373,1
890312535,Costa Pacífica,VALLE,CALI-VALLE,1410,MANUFACTURA,$0.05,$0.00,$0.05,$0.03,$0.02,2022,4374,1
900123883,Bogotá - Cundinamarca,CUNDINAMARCA,FUSAGASUGA-CUNDINAMARCA,4664,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.01,2022,4375,1
891409390,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,8691,SERVICIOS,$0.05,$0.02,$0.08,$0.02,$0.07,2022,4376,2
900227389,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7010,SERVICIOS,$0.05,$0.04,$0.22,$0.08,$0.14,2022,4377,1
900940386,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,$0.05,-$0.00,$0.06,$0.05,$0.01,2022,4378,1
900438876,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4379,1
901230044,Costa Pacífica,NARIÑO,PASTO-NARIÑO,4631,COMERCIO,$0.05,$0.00,$0.01,$0.00,$0.01,2022,4380,1
800195623,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1020,MANUFACTURA,$0.05,$0.01,$0.03,$0.03,$0.00,2022,4381,1
824006407,Costa Atlántica,CESAR,VALLEDUPAR-CESAR,4731,COMERCIO,$0.05,$0.00,$0.03,$0.01,$0.02,2022,4382,1
900360725,Eje Cafetero,QUINDIO,ARMENIA-QUINDIO,144,AGROPECUARIO,$0.05,$0.01,$0.02,$0.01,$0.02,2022,4383,1
860008207,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,$0.05,$0.01,$0.07,$0.03,$0.03,2022,4384,1
901343178,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6311,SERVICIOS,$0.05,$0.01,$0.02,$0.01,$0.01,2022,4385,1
860532426,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5229,SERVICIOS,$0.05,$0.02,$0.09,$0.05,$0.04,2022,4386,1
830091676,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.05,$0.00,$0.03,$0.02,$0.02,2022,4387,1
900036573,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,1040,MANUFACTURA,$0.05,$0.00,$0.01,$0.00,$0.01,2022,4388,1
900779955,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4662,COMERCIO,$0.05,$0.00,$0.00,$0.00,$0.00,2022,4389,1
900138756,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,144,AGROPECUARIO,$0.05,$0.00,$0.02,$0.01,$0.02,2022,4390,1
900690670,Costa Atlántica,CORDOBA,MONTERIA-CORDOBA,4732,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4391,1
890930831,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2599,MANUFACTURA,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4392,1
900197015,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4664,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4393,1
900456739,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4719,COMERCIO,$0.05,$0.00,$0.04,$0.03,$0.01,2022,4394,1
890901484,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4663,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4395,1
901219993,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,145,AGROPECUARIO,$0.05,-$0.03,$0.04,$0.12,-$0.08,2022,4396,1
800164923,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4644,COMERCIO,$0.05,$0.00,$0.07,$0.05,$0.02,2022,4397,1
901446574,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,$0.05,$0.03,$0.10,$0.06,$0.04,2022,4398,1
890102140,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8610,SERVICIOS,$0.05,-$0.01,$0.10,$0.06,$0.04,2022,4399,2
900159239,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,6190,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4400,1
811009359,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1081,MANUFACTURA,$0.05,-$0.00,$0.01,$0.01,$0.00,2022,4401,1
800065887,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4669,COMERCIO,$0.05,$0.00,$0.04,$0.03,$0.01,2022,4402,1
811031313,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4754,COMERCIO,$0.05,$0.00,$0.03,$0.03,$0.01,2022,4403,1
900038024,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,8691,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.00,2022,4404,2
860020609,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2023,MANUFACTURA,$0.05,-$0.00,$0.05,$0.02,$0.04,2022,4405,1
811041566,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1921,MANUFACTURA,$0.05,$0.00,$0.03,$0.02,$0.01,2022,4406,1
830080157,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4723,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.00,2022,4407,1
891200300,Costa Pacífica,NARIÑO,PASTO-NARIÑO,1062,MANUFACTURA,$0.05,$0.00,$0.03,$0.01,$0.02,2022,4408,1
900028123,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4409,1
830057739,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4645,COMERCIO,$0.05,$0.00,$0.05,$0.01,$0.04,2022,4410,1
817000717,Costa Pacífica,CAUCA,GUACHENÉ-CAUCA,2432,MANUFACTURA,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4411,1
900154466,Antioquia,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,144,AGROPECUARIO,$0.05,$0.00,$0.04,$0.02,$0.01,2022,4412,1
860042155,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,$0.05,$0.01,$0.04,$0.01,$0.03,2022,4413,1
900576528,Eje Cafetero,QUINDIO,ARMENIA-QUINDIO,4541,COMERCIO,$0.05,$0.01,$0.03,$0.01,$0.02,2022,4414,1
800089663,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4774,COMERCIO,$0.05,$0.00,$0.04,$0.02,$0.02,2022,4415,1
900955183,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4662,COMERCIO,$0.05,-$0.00,$0.02,$0.02,-$0.00,2022,4416,1
813007077,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3900,SERVICIOS,$0.05,$0.00,$0.05,$0.03,$0.02,2022,4417,1
890900145,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,2599,MANUFACTURA,$0.05,$0.00,$0.03,$0.01,$0.02,2022,4418,1
900308942,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,$0.05,$0.00,$0.19,$0.19,$0.00,2022,4419,1
830047411,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5611,SERVICIOS,$0.05,$0.00,$0.02,$0.01,$0.00,2022,4420,1
830048654,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,$0.05,$0.00,$0.03,$0.03,$0.00,2022,4421,1
800206075,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4649,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4422,1
900536058,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,$0.05,-$0.01,$0.40,$0.27,$0.13,2022,4423,1
830055898,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6820,SERVICIOS,$0.05,$0.00,$0.03,$0.03,$0.00,2022,4424,1
901033503,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,1089,MANUFACTURA,$0.05,-$0.01,$0.02,$0.02,$0.00,2022,4425,1
890929951,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,811,MINERO,$0.05,-$0.01,$0.29,$0.15,$0.14,2022,4426,1
860511911,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3110,MANUFACTURA,$0.05,$0.00,$0.03,$0.01,$0.02,2022,4427,1
900247961,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4290,CONSTRUCCIÓN,$0.05,$0.00,$0.01,$0.00,$0.01,2022,4428,1
890100814,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,2592,MANUFACTURA,$0.05,$0.00,$0.03,$0.02,$0.01,2022,4429,1
900169407,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,4690,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4430,1
890406136,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,4659,COMERCIO,$0.05,$0.00,$0.04,$0.02,$0.02,2022,4431,1
900418144,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4741,COMERCIO,$0.05,$0.00,$0.02,$0.02,$0.01,2022,4432,1
830102080,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4663,COMERCIO,$0.05,$0.00,$0.02,$0.01,$0.01,2022,4433,1
900675394,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,6201,SERVICIOS,$0.05,$0.00,$0.03,$0.02,$0.01,2022,4434,1
891200701,Costa Pacífica,NARIÑO,PASTO-NARIÑO,4711,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.01,2022,4435,1
892000217,Otros,META,VILLAVICENCIO-META,4663,COMERCIO,$0.05,$0.00,$0.03,$0.01,$0.02,2022,4436,1
900615820,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,7740,SERVICIOS,$0.05,$0.02,$0.10,$0.02,$0.08,2022,4437,1
830109997,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.05,$0.00,$0.08,$0.06,$0.02,2022,4438,1
830084433,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,$0.05,$0.00,$0.04,$0.02,$0.03,2022,4439,1
830116939,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,$0.05,$0.00,$0.20,$0.03,$0.17,2022,4440,1
811046781,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4664,COMERCIO,$0.05,$0.00,$0.03,$0.02,$0.01,2022,4441,1
860001498,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1811,MANUFACTURA,$0.05,-$0.00,$0.05,$0.04,$0.01,2022,4442,1
830011060,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4722,COMERCIO,$0.05,-$0.01,$0.04,$0.07,-$0.03,2022,4443,1
900277743,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4923,SERVICIOS,$0.05,$0.00,$0.06,$0.05,$0.01,2022,4444,1
890913319,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8551,SERVICIOS,$0.05,$0.00,$0.04,$0.03,$0.01,2022,4445,1
890915992,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,$0.05,$0.04,$0.20,$0.03,$0.17,2022,4446,1
900176591,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5820,SERVICIOS,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4447,1
815003266,Costa Pacífica,VALLE,BUGA-VALLE,4731,COMERCIO,$0.05,$0.01,$0.02,$0.01,$0.01,2022,4448,1
800119574,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,$0.05,$0.00,$0.03,$0.03,$0.01,2022,4449,2
890918866,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4220,CONSTRUCCIÓN,$0.05,$0.00,$0.05,$0.03,$0.02,2022,4450,1
830075637,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4711,COMERCIO,$0.05,$0.00,$0.01,$0.01,$0.00,2022,4451,1
900869003,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,3250,MANUFACTURA,$0.05,$0.00,$0.04,$0.03,$0.01,2022,4452,1
901092622,Costa Pacífica,VALLE,PALMIRA-VALLE,4631,COMERCIO,$0.05,$0.00,$0.01,$0.00,$0.00,2022,4453,1
